SKU_ID,SKU_Name,Category,Sub_Category,Brand,Tax_Percent,Unit_Cost,MRP
SKU01174,DailyDairy Curd 100g,Dairy,Curd,DailyDairy,5,91.37,120.81
SKU01175,Snackify Pulses 1kg,Groceries,Pulses,Snackify,5,91.28,146.44
SKU01176,FrostBite Deodorant Combo,Personal Care,Deodorant,FrostBite,18,62.76,88.75
SKU01177,Snackify Toothpaste 1L,Personal Care,Toothpaste,Unknown,18,84.53,122.33
SKU01178,Nestora Namkeen 1kg,Snacks,Namkeen,Nestora,12,145.97,236.33
SKU01179,HealthHub Floor Cleaner Combo,Home Care,Floor Cleaner,HealthHub,18,107.04,161.11
SKU01180,HealthHub Shampoo 1kg,Personal Care,Shampoo,HealthHub,18,22.76,34.08
SKU01181,FreshCo Frozen Snacks 1kg,Frozen,Frozen Snacks,FreshCo,18,127.73,180.98
SKU01182,Nestora Paneer 1kg,Dairy,Paneer,Nestora,5,107.82,183
SKU01183,UrbanLeaf Chips 2L,Snacks,Chips,UrbanLeaf,12,61.41,87.02
SKU01184,BabyBloom Butter 100g,Dairy,Butter,BabyBloom,5,370.4,595.1
SKU01185,FreshCo Wipes 100g,Baby Care,Wipes,FreshCo,5,62.47,80.13
SKU01186,Snackify Soft Drink 200ml,Beverages,Soft Drink,Snackify,12,186.32,326.2
SKU01187,FrostBite Diapers 250g,Baby Care,Diapers,FrostBite,5,189.21,337.07
SKU01188,Nestora Biscuits 750ml,Snacks,Biscuits,Nestora,12,97.7,131.97
SKU-47258,DailyDairy Detergent 250g,Home Care,Detergent,DailyDairy,18,40.78,60.87
SKU01190,HealthHub Namkeen 500g,Snacks,Namkeen,HealthHub,12,33.69,44.11
SKU01191,FreshCo Detergent 200ml,Home Care,Detergent,FreshCo,18,142.44,210.47
SKU01192,UrbanLeaf Juice 500g,Beverages,Juice,UrbanLeaf,12,55.13,95.24
SKU01193,FreshCo Skin Care 500g,Personal Care,Skin Care,FreshCo,18,132.98,209.64
SKU01194,FreshCo Frozen Snacks Combo,Frozen,Frozen Snacks,FreshCo,18,84.82,112.44
SKU01195,FreshCo Detergent 100g,Home Care,Detergent,FreshCo,18,56.78,101.25
SKU01196,UrbanLeaf Pulses 250g,Groceries,Pulses,UrbanLeaf,5,136.82,212.97
SKU01197,UrbanLeaf Instant Noodles 200ml,Snacks,Instant Noodles,UrbanLeaf,12,63.6,82.1
SKU01198,AquaFizz Namkeen 250g,Snacks,Namkeen,AquaFizz,12,17.37,25.21
SKU01199,FreshCo Deodorant 1L,Personal Care,Deodorant,FreshCo,18,62.35,82.94
SKU01200,Snackify Toothpaste 500g,Personal Care,Toothpaste,Snackify,18,57.02,98.97
SKU00484,HealthHub Skin Care 500g,Personal Care,Skin Care,HealthHub,18,21.13,36.4
SKU00599,FreshCo Skin Care 2L,Personal Care,Skin Care,FreshCo,18,79.4,139.94
